Pilot ID,Name,Contact Information,Airline/Organization,Job Title,Training Enrollment Date,Training Status,Verification Status,Verification Date,Simulator Type,Training Program,Session Start Date,Session End Date,Session Frequency,Session Records,Training Cost,Subsidy Amount,Final Cost to Pilot,Enrollment Method,Coordinator,Comments/Notes,Compliance Status,Audits,Last Update Date,Report Generation Date,Data Extraction Date,Statistical Metrics
760b58df,Raven Zimmerman,cruzzachary@ramirez.com,"Jones, Gardner and Roberts",Media planner,2022-08-20,In Progress,Rejected,2022-09-06,CAE Prodigy Image Generator,Initial Pilot Training,2024-06-03,2024-02-02,Weekly,6,9114,1496,3034,In-person,Jason Johnson,Rock speech a this answer professor large.,Non-Compliant,Little now none born.,2024-08-04,2024-03-14,2024-01-08,Avg Usage: 4 sessions/month
299b6f24,Katherine Martin,gbates@bailey.biz,Torres-Mullen,Acupuncturist,2024-03-28,In Progress,Verified,2022-08-22,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-03-03,2024-04-12,Monthly,2,3368,1208,1360,In-person,Patricia Sanders,Human understand send station yard analysis.,Compliant,Treat herself why speech put least suddenly professional.,2024-08-02,2024-02-10,2024-05-28,Avg Usage: 1 sessions/month
7f5e4e39,Jeff Riggs,nicolebrandt@yahoo.com,"Walker, Brewer and Johnson",Retail buyer,2021-12-10,Enrolled,Rejected,2020-05-04,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-05-10,2024-01-24,Bi-weekly,9,9427,521,3423,Online,Allison Thompson,Single particularly short prepare.,Compliant,Human to continue audience society.,2024-02-02,2024-07-28,2024-03-02,Avg Usage: 6 sessions/month
d9e85fa9,Christopher Mathis,michael67@williams.com,"Woods, Mclean and Gray",Public affairs consultant,2023-11-03,In Progress,Rejected,2021-10-24,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-04-08,2024-02-27,Weekly,5,7098,3645,4547,Online,Dylan Pierce,Industry central when actually appear wife north.,Non-Compliant,Those media grow plan pressure rise check.,2024-03-02,2024-06-22,2024-04-06,Avg Usage: 6 sessions/month
1797b91a,Nichole Brady,cclark@hotmail.com,"Stone, Nelson and Clark",Fast food restaurant manager,2023-06-10,Completed,Pending,2022-05-29,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-04-11,2024-04-04,Bi-weekly,5,4475,3538,632,In-person,Michael Cochran,Loss tell manage key.,Non-Compliant,Cultural board however concern natural person main those.,2024-05-07,2024-04-12,2024-05-19,Avg Usage: 7 sessions/month
998d259e,Gina Martin,stewartjessica@baker.com,Montgomery Ltd,Special effects artist,2022-11-19,Completed,Rejected,2022-04-14,CAE Simfinity XR Series,Advanced Maneuvers Training,2024-04-08,2024-02-15,Bi-weekly,9,7608,929,1954,In-person,Kristina Richards,Drug general record despite themselves.,Non-Compliant,Ago ground international network American score.,2024-07-20,2024-04-24,2024-06-27,Avg Usage: 10 sessions/month
19d3e639,Judith Morgan,kristen15@yahoo.com,French-Meza,Psychiatric nurse,2020-08-22,Enrolled,Verified,2023-02-13,CAE 7000XR Full-Flight,Recurrency Training,2024-02-03,2024-03-03,Weekly,6,8709,4933,985,In-person,John Reyes,Watch campaign customer game nature upon.,Non-Compliant,While agreement through entire hold me.,2024-05-13,2024-08-02,2024-05-16,Avg Usage: 9 sessions/month
5acbad65,Jacob Downs,castillomargaret@figueroa-jones.net,Wilson-Edwards,"Doctor, hospital",2023-09-02,Enrolled,Rejected,2021-08-17,CAE Prodigy Image Generator,Initial Pilot Training,2024-03-29,2024-06-16,Bi-weekly,3,6939,4915,2899,In-person,Sheri Higgins,Well individual contain choose.,Non-Compliant,Onto player citizen network third item.,2024-06-19,2024-02-03,2024-03-05,Avg Usage: 3 sessions/month
35a78a85,Katherine Williams,qdean@everett.biz,Mendez-Rivera,Psychotherapist,2022-07-27,Enrolled,Verified,2022-06-19,CAE 7000XR Full-Flight,Recurrency Training,2024-07-02,2024-03-02,Bi-weekly,6,8693,2412,4565,Online,Shane Herman,Situation answer lose still buy interesting.,Non-Compliant,Listen scientist hot table small once.,2024-02-19,2024-05-26,2024-07-18,Avg Usage: 6 sessions/month
450b4961,Cheryl Ellis,oodonnell@yahoo.com,Lopez Inc,"Radiographer, diagnostic",2021-04-02,In Progress,Pending,2021-07-25,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-07-12,2024-03-28,Bi-weekly,3,8156,934,4742,In-person,Crystal Mills,Wait although those throughout subject why.,Non-Compliant,Could if whom kind bad type anyone.,2024-06-28,2024-03-17,2024-06-23,Avg Usage: 10 sessions/month
2bf74be5,Morgan Cox,thomas67@smith-jones.com,Wilkins and Sons,"Engineer, civil (consulting)",2022-12-06,Enrolled,Verified,2020-12-19,CAE 7000XR Full-Flight,Initial Pilot Training,2024-03-02,2024-03-29,Monthly,7,5845,3628,2898,Online,Donald Lambert,Cup world impact century third camera agency.,Non-Compliant,Coach itself far four some their happen raise.,2024-01-02,2024-03-22,2024-04-13,Avg Usage: 5 sessions/month
771afb71,Susan Jackson,vthornton@yahoo.com,Fry-Edwards,Graphic designer,2021-12-01,Completed,Pending,2023-09-13,CAE Simfinity XR Series,Recurrency Training,2024-04-15,2024-03-15,Bi-weekly,7,5591,3632,3751,Online,Heather Cox,Eat avoid none near main blue.,Compliant,Machine TV lose character person.,2024-07-21,2024-06-22,2024-02-05,Avg Usage: 5 sessions/month
4e0ecfc7,Tiffany Maxwell,mferguson@martin.com,Fox Group,Chief Financial Officer,2023-02-21,Enrolled,Verified,2020-08-01,CAE Prodigy Image Generator,Recurrency Training,2024-07-17,2024-07-27,Monthly,2,9787,951,2814,In-person,Donald Lyons,More property child property.,Non-Compliant,Sense Democrat world avoid hard outside.,2024-04-01,2024-01-25,2024-07-24,Avg Usage: 8 sessions/month
5c862621,Veronica Nelson,vrowland@curtis-horton.net,Martinez LLC,Armed forces logistics/support/administrative officer,2024-01-11,In Progress,Pending,2023-07-14,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-07-20,2024-01-30,Monthly,1,3371,4041,2099,Online,Alicia Green,Easy daughter herself high east.,Compliant,Reach agreement child.,2024-05-07,2024-08-05,2024-07-17,Avg Usage: 7 sessions/month
a9ef03f8,Steven Maddox,zsmith@hotmail.com,"Church, Hoffman and Walls",Economist,2024-03-27,Enrolled,Pending,2024-04-03,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-02-17,2024-05-17,Bi-weekly,7,4925,598,3707,In-person,Andre Hodges,Likely role special future Congress present.,Non-Compliant,President eye approach.,2024-08-06,2024-05-14,2024-06-22,Avg Usage: 3 sessions/month
fc2ae40b,Anna Jones,mgarcia@hotmail.com,Wilson-Ryan,Logistics and distribution manager,2024-07-04,Enrolled,Pending,2023-06-05,CAE Simfinity XR Series,Recurrency Training,2024-03-29,2024-04-10,Monthly,5,3638,3745,2499,Online,Valerie Santiago,Price public lay else official.,Compliant,Explain off fly body piece blood commercial international.,2024-02-12,2024-03-16,2024-06-19,Avg Usage: 5 sessions/month
98601140,Jennifer Smith,jennifer63@foster.com,King and Sons,"Therapist, drama",2022-03-19,Completed,Rejected,2024-01-13,CAE Simfinity XR Series,Advanced Maneuvers Training,2024-06-14,2024-06-17,Monthly,3,7794,4201,3177,In-person,Donna Johnson,Several technology foreign Republican.,Non-Compliant,Feel break even break other write right.,2024-01-30,2024-06-03,2024-03-29,Avg Usage: 1 sessions/month
51eaeaee,Bryan Villarreal,david23@jordan.com,Smith Group,Freight forwarder,2020-01-04,In Progress,Verified,2021-11-21,CAE Simfinity XR Series,Recurrency Training,2024-01-29,2024-02-18,Bi-weekly,8,8714,1989,1312,In-person,Jason White,Inside including page exactly future sure apply case.,Compliant,Yes action huge bad.,2024-03-07,2024-05-18,2024-07-11,Avg Usage: 7 sessions/month
e29dd978,Melanie Mullins,christopherroth@matthews-boyd.biz,"Arnold, Nielsen and Johnston","Horticulturist, commercial",2023-01-02,Completed,Pending,2020-11-06,CAE Simfinity XR Series,Recurrency Training,2024-02-02,2024-01-20,Weekly,9,7703,4804,3897,Online,Cynthia Shaw,Tree focus each interest education either course.,Compliant,Watch page term ahead most.,2024-03-14,2024-05-07,2024-05-12,Avg Usage: 4 sessions/month
151669a2,Russell Young,walterjohn@gmail.com,"Brown, Smith and Ponce",Solicitor,2023-03-09,In Progress,Verified,2023-11-24,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-03-16,2024-03-12,Weekly,2,8882,3366,2356,In-person,Brian Wells,Mean group ever worry require single training some.,Compliant,Baby without hold military.,2024-05-15,2024-06-06,2024-04-21,Avg Usage: 10 sessions/month
3aef8d16,Jorge Hardy,yperez@walker.com,"Mclean, Crawford and Wolfe",Training and development officer,2020-11-13,Enrolled,Pending,2021-08-22,CAE Prodigy Image Generator,Recurrency Training,2024-07-10,2024-04-10,Monthly,7,3210,4846,4803,Online,Danielle Stewart,Modern painting enough product boy.,Non-Compliant,Choice kind service plant.,2024-07-12,2024-07-01,2024-05-11,Avg Usage: 6 sessions/month
506af11b,Tiffany Baker,charlesmccoy@gmail.com,Silva-Lloyd,Architectural technologist,2023-08-21,Enrolled,Verified,2020-11-23,CAE Prodigy Image Generator,Recurrency Training,2024-01-19,2024-07-14,Bi-weekly,3,5526,4500,3846,In-person,Ashley Carrillo,Level shake practice.,Compliant,Writer hair into data.,2024-03-13,2024-01-26,2024-06-29,Avg Usage: 2 sessions/month
cec06c84,Toni Wagner,julie27@hotmail.com,"Becker, Romero and James",Nutritional therapist,2020-11-26,In Progress,Pending,2020-05-19,CAE Prodigy Image Generator,Initial Pilot Training,2024-02-19,2024-02-15,Bi-weekly,8,8004,3965,1767,Online,Jeffrey Moore,Little mother seem make treatment form yourself.,Compliant,Girl these suddenly.,2024-01-13,2024-06-07,2024-01-26,Avg Usage: 5 sessions/month
20e5e31e,Jamie Barnett,ajones@patel.com,Kelly-Jennings,Structural engineer,2023-02-25,Enrolled,Verified,2021-10-19,CAE 7000XR Full-Flight,Recurrency Training,2024-03-01,2024-03-15,Monthly,2,6937,2906,637,Online,Sandra Gomez,Matter stay explain rock relate speech prove.,Non-Compliant,Relationship rule result ball garden recognize.,2024-01-31,2024-06-08,2024-01-23,Avg Usage: 1 sessions/month
1e94b717,James Peters,jjensen@gillespie.com,"Avery, Patel and Wilson",Furniture designer,2022-03-08,Enrolled,Verified,2024-05-19,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-06-19,2024-06-17,Bi-weekly,6,2294,4481,4375,Online,Daniel Maxwell,Wonder significant forget owner situation wrong down.,Non-Compliant,Pick red change.,2024-05-02,2024-06-02,2024-08-05,Avg Usage: 7 sessions/month
aef1c0f6,Christina Burns,jamie79@reynolds.com,Roy PLC,Research scientist (life sciences),2022-12-31,Completed,Pending,2020-03-20,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-02-13,2024-04-20,Bi-weekly,1,2492,4903,852,Online,Mary Hopkins,Student decision allow system party land.,Non-Compliant,Key probably entire left.,2024-07-28,2024-04-15,2024-02-15,Avg Usage: 2 sessions/month
b4a6d25b,Jesse Jimenez,mwashington@walsh.org,Walker PLC,Cytogeneticist,2020-11-10,Enrolled,Rejected,2023-04-18,CAE 7000XR Full-Flight,Initial Pilot Training,2024-01-10,2024-03-04,Weekly,3,3396,2616,1551,Online,Chad Ellis,Radio card pretty through attack important.,Non-Compliant,Work candidate generation traditional thank spend ask beat.,2024-01-20,2024-06-15,2024-03-16,Avg Usage: 10 sessions/month
108d6ae6,Jeremy Evans,thamilton@young-goodman.biz,"Rodriguez, Davis and Evans",Camera operator,2022-01-20,Completed,Pending,2022-06-15,CAE 7000XR Full-Flight,Recurrency Training,2024-02-09,2024-06-18,Bi-weekly,9,3254,1446,1483,In-person,Jordan Jacobs,Too purpose clearly west against.,Non-Compliant,Research rest direction decision officer become federal along.,2024-06-09,2024-07-26,2024-02-06,Avg Usage: 7 sessions/month
e72832be,Ariel Davis,wbridges@gmail.com,Mullins Group,Politician's assistant,2023-02-10,Completed,Rejected,2024-02-11,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-04-10,2024-03-07,Weekly,9,9805,1714,2027,Online,Brandon Carter,Tree every although bar.,Non-Compliant,Our up rather similar question member.,2024-05-26,2024-03-05,2024-06-18,Avg Usage: 10 sessions/month
74a3f3b9,Michael Mason,nathan53@perry-velasquez.biz,Williams-Ramirez,"Psychotherapist, child",2021-07-05,Enrolled,Rejected,2024-02-08,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-01-04,2024-04-23,Bi-weekly,9,4132,2875,2965,In-person,Nathan Watson MD,Ready mention style ever that money happen over.,Compliant,Trouble song safe risk stay.,2024-02-22,2024-05-11,2024-03-01,Avg Usage: 4 sessions/month
a23b82da,Amy Crawford,bryan98@yahoo.com,Benton and Sons,Leisure centre manager,2023-12-09,Enrolled,Rejected,2022-09-10,CAE Simfinity XR Series,Recurrency Training,2024-07-04,2024-05-03,Monthly,5,3531,843,1587,In-person,Jerry Floyd,Carry sure interesting talk between ago full.,Compliant,Reduce drug financial citizen well PM.,2024-08-04,2024-07-13,2024-01-26,Avg Usage: 7 sessions/month
583d9727,Jennifer Taylor,gomeztina@hotmail.com,Alexander Ltd,Copy,2022-03-24,Enrolled,Verified,2024-01-24,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-03-20,2024-07-04,Weekly,8,5090,4789,2420,Online,Justin Ramos,Enjoy office section through with growth test.,Non-Compliant,Wrong worker time gas director become send better.,2024-03-01,2024-01-17,2024-01-24,Avg Usage: 8 sessions/month
1d501d67,Angela Riley,walkerwilliam@gmail.com,Clark-Cabrera,Leisure centre manager,2021-03-20,In Progress,Verified,2020-02-08,CAE Simfinity XR Series,Initial Pilot Training,2024-02-28,2024-07-23,Bi-weekly,9,9096,3519,2132,Online,Andrea Brown,Write during argue lose whose its choice.,Non-Compliant,Eat civil determine skin thus range.,2024-02-03,2024-03-30,2024-06-02,Avg Usage: 6 sessions/month
1c56a5ee,Cody Davila,lopezwanda@stephens.org,Lambert LLC,"Accountant, chartered certified",2021-05-26,In Progress,Pending,2022-04-22,CAE 7000XR Full-Flight,Recurrency Training,2024-06-30,2024-02-11,Weekly,8,5855,3811,528,Online,Suzanne Howard,Same shoulder culture example.,Non-Compliant,May poor economic foot camera idea.,2024-03-07,2024-06-30,2024-07-02,Avg Usage: 10 sessions/month
b7ca4caa,Christine Lynn,mariamendez@gmail.com,Johnson-Burns,Trade mark attorney,2024-05-20,Completed,Rejected,2020-12-13,CAE 7000XR Full-Flight,Initial Pilot Training,2024-03-03,2024-05-27,Monthly,6,8726,971,773,Online,Kristopher Salinas,Prevent and than item.,Compliant,Medical home southern produce remain rise.,2024-05-19,2024-01-26,2024-03-11,Avg Usage: 8 sessions/month
8e4e40d8,Brandon Sawyer,istevens@wolf-may.com,"Ali, Fisher and Adams",Personnel officer,2021-04-22,Completed,Verified,2023-06-02,CAE 7000XR Full-Flight,Initial Pilot Training,2024-03-14,2024-06-28,Bi-weekly,3,5856,3975,1591,Online,Christine Esparza,Sing ok house down return point.,Compliant,Continue itself weight woman fish form.,2024-02-14,2024-08-04,2024-05-10,Avg Usage: 6 sessions/month
9d2da20f,Anthony Rivera,brennanjesse@brown-griffith.com,Richardson and Sons,Chief Operating Officer,2020-05-12,Enrolled,Rejected,2022-07-09,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-02-26,2024-05-19,Bi-weekly,1,4753,2947,4373,In-person,Hector Travis,Speech form enter shake available may weight.,Non-Compliant,Population marriage rest adult arrive official job beat.,2024-08-03,2024-03-25,2024-06-16,Avg Usage: 6 sessions/month
e3bcd7f6,Virginia Vasquez,john16@yahoo.com,Ortiz and Sons,Commercial art gallery manager,2023-05-30,Enrolled,Verified,2020-04-11,CAE Simfinity XR Series,Initial Pilot Training,2024-07-31,2024-01-09,Weekly,1,4282,3430,2481,Online,Mary Gordon,Debate democratic last particular school last.,Non-Compliant,House speak tax scientist.,2024-02-08,2024-01-11,2024-03-07,Avg Usage: 1 sessions/month
1b31997e,Dr. Amanda Roberts,thill@yahoo.com,"Key, Booth and Matthews",Systems developer,2020-05-29,In Progress,Pending,2023-03-05,CAE Prodigy Image Generator,Recurrency Training,2024-01-31,2024-01-25,Weekly,1,3245,2215,3466,Online,Dana Thomas,Authority data relate series clear.,Compliant,Accept technology left majority each popular particularly.,2024-06-06,2024-04-28,2024-03-31,Avg Usage: 6 sessions/month
88a9497b,Ashley Gonzales,ebullock@yahoo.com,"Ball, Waller and Miller",Theme park manager,2021-02-05,Enrolled,Rejected,2024-06-29,CAE Simfinity XR Series,Recurrency Training,2024-04-28,2024-04-23,Bi-weekly,6,3486,1616,4558,Online,Diana White,Court brother amount down four central up.,Non-Compliant,Story region game threat.,2024-05-04,2024-02-28,2024-02-20,Avg Usage: 4 sessions/month
e8fc25be,Brittney Jenkins MD,andreacarter@pierce-mendez.org,"Alvarez, Soto and Ferguson","Physicist, medical",2021-11-03,Completed,Verified,2024-07-04,CAE Prodigy Image Generator,Recurrency Training,2024-04-08,2024-03-26,Monthly,8,5538,3027,761,In-person,Brandon Jones,Pattern and prevent when.,Compliant,Politics house but work stay agreement physical.,2024-01-28,2024-08-01,2024-04-18,Avg Usage: 7 sessions/month
a75a959b,Allison Tran,emilymullen@gmail.com,"Sherman, Mcneil and Williams",Film/video editor,2020-08-10,Enrolled,Verified,2024-07-06,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-05-08,2024-01-23,Bi-weekly,3,5830,1178,2587,Online,Leah Smith,Part by fish eight whole next lead.,Compliant,Discover dark ahead week.,2024-05-05,2024-03-18,2024-04-12,Avg Usage: 2 sessions/month
a28ba140,Hayden White,brownsteve@miller.com,Donaldson LLC,"Scientist, marine",2023-08-27,Completed,Verified,2022-10-10,CAE Simfinity XR Series,Recurrency Training,2024-03-26,2024-01-11,Weekly,6,7888,4292,2985,In-person,Andrea Wright,Go door interest produce.,Non-Compliant,Produce expect trip represent walk.,2024-04-12,2024-03-19,2024-05-24,Avg Usage: 9 sessions/month
3381a7da,Matthew Miller,ndean@park.com,Carrillo-Price,Passenger transport manager,2020-09-17,Enrolled,Rejected,2021-02-20,CAE Prodigy Image Generator,Recurrency Training,2024-03-31,2024-04-30,Weekly,3,6896,3330,2159,In-person,Steven Pruitt,Itself seat water task strategy water mention.,Compliant,Child born that should hospital situation sometimes.,2024-01-10,2024-05-13,2024-03-26,Avg Usage: 3 sessions/month
7c35b34a,Micheal Phillips,mcooper@hotmail.com,"Gray, Jones and Powell",Geochemist,2020-09-01,In Progress,Verified,2024-03-20,CAE Prodigy Image Generator,Initial Pilot Training,2024-02-01,2024-07-04,Bi-weekly,5,5934,1417,1317,In-person,Robin Roberts,Staff maintain region company talk strategy bed.,Compliant,That professor toward spring property box father.,2024-07-29,2024-05-08,2024-06-02,Avg Usage: 1 sessions/month
25272bf7,Jason Clark,jean06@barrera.com,Olson Group,Mechanical engineer,2022-05-18,Enrolled,Verified,2021-11-01,CAE 7000XR Full-Flight,Initial Pilot Training,2024-06-18,2024-06-11,Weekly,8,7056,4986,4533,Online,Hannah Harvey,Face manager article.,Non-Compliant,Suggest activity window.,2024-03-31,2024-02-12,2024-07-27,Avg Usage: 3 sessions/month
f6997e24,Randy Crawford,tamara00@sandoval.org,Espinoza-Brown,Housing manager/officer,2021-10-02,In Progress,Rejected,2023-10-25,CAE 7000XR Full-Flight,Initial Pilot Training,2024-06-18,2024-04-27,Weekly,9,7211,4139,2673,Online,Christina Chase,Trial improve stock state she.,Non-Compliant,Expect expect under behind music rise.,2024-03-31,2024-02-13,2024-01-10,Avg Usage: 10 sessions/month
